x_low_rad,x_high_rad,y_low_rad,y_high_rad,symmetric_display_count,percent_of_symmetric_points,n_independent_cases
0.8999999999999997,0.95,-0.75,-0.7,1,0.0014347202295552368,34850
0.8999999999999997,0.95,-0.7,-0.65,0,0.0,34850
0.8999999999999997,0.95,-0.65,-0.6,2,0.0028694404591104736,34850
0.8999999999999997,0.95,-0.6,-0.55,1,0.0014347202295552368,34850
0.8999999999999997,0.95,-0.55,-0.5,3,0.00430416068866571,34850
0.8999999999999997,0.95,-0.5,-0.45000000000000007,3,0.00430416068866571,34850
0.8999999999999997,0.95,-0.45000000000000007,-0.4,1,0.0014347202295552368,34850
0.8999999999999997,0.95,-0.4,-0.35,0,0.0,34850
0.8999999999999997,0.95,-0.35,-0.30000000000000004,9,0.01291248206599713,34850
0.8999999999999997,0.95,-0.30000000000000004,-0.25,2,0.0028694404591104736,34850
0.8999999999999997,0.95,-0.25,-0.20000000000000007,2,0.0028694404591104736,34850
0.8999999999999997,0.95,-0.20000000000000007,-0.15000000000000013,1,0.0014347202295552368,34850
0.8999999999999997,0.95,-0.15000000000000013,-0.10000000000000009,5,0.007173601147776184,34850
0.8999999999999997,0.95,-0.10000000000000009,-0.050000000000000044,2,0.0028694404591104736,34850
0.8999999999999997,0.95,-0.050000000000000044,0.0,1,0.0014347202295552368,34850
0.8999999999999997,0.95,0.0,0.050000000000000044,1,0.0014347202295552368,34850
0.8999999999999997,0.95,0.050000000000000044,0.09999999999999987,0,0.0,34850
0.8999999999999997,0.95,0.09999999999999987,0.1499999999999999,3,0.00430416068866571,34850
0.8999999999999997,0.95,0.1499999999999999,0.19999999999999996,1,0.0014347202295552368,34850
0.8999999999999997,0.95,0.19999999999999996,0.25,0,0.0,34850
0.8999999999999997,0.95,0.25,0.2999999999999998,0,0.0,34850
0.8999999999999997,0.95,0.2999999999999998,0.34999999999999987,0,0.0,34850
0.8999999999999997,0.95,0.34999999999999987,0.3999999999999999,0,0.0,34850
0.8999999999999997,0.95,0.3999999999999999,0.44999999999999996,0,0.0,34850
0.8999999999999997,0.95,0.44999999999999996,0.5,0,0.0,34850
0.8999999999999997,0.95,0.5,0.5499999999999998,0,0.0,34850
0.8999999999999997,0.95,0.5499999999999998,0.5999999999999999,0,0.0,34850
0.8999999999999997,0.95,0.5999999999999999,0.6499999999999999,0,0.0,34850
0.8999999999999997,0.95,0.6499999999999999,0.7,0,0.0,34850
0.8999999999999997,0.95,0.7,0.7499999999999998,0,0.0,34850
0.8999999999999997,0.95,0.7499999999999998,0.7999999999999998,0,0.0,34850
0.8999999999999997,0.95,0.7999999999999998,0.8499999999999999,0,0.0,34850
0.8999999999999997,0.95,0.8499999999999999,0.8999999999999997,0,0.0,34850
0.8999999999999997,0.95,0.8999999999999997,0.95,0,0.0,34850
0.8999999999999997,0.95,0.95,0.9999999999999998,0,0.0,34850
0.8999999999999997,0.95,0.9999999999999998,1.05,0,0.0,34850
0.8999999999999997,0.95,1.05,1.0999999999999999,0,0.0,34850
0.8999999999999997,0.95,1.0999999999999999,1.1499999999999997,0,0.0,34850
0.8999999999999997,0.95,1.1499999999999997,1.2,0,0.0,34850
0.95,0.9999999999999998,-1.2,-1.15,0,0.0,34850
0.95,0.9999999999999998,-1.15,-1.0999999999999999,0,0.0,34850
0.95,0.9999999999999998,-1.0999999999999999,-1.05,1,0.0014347202295552368,34850
0.95,0.9999999999999998,-1.05,-1.0,0,0.0,34850
0.95,0.9999999999999998,-1.0,-0.95,0,0.0,34850
0.95,0.9999999999999998,-0.95,-0.8999999999999999,0,0.0,34850
0.95,0.9999999999999998,-0.8999999999999999,-0.85,0,0.0,34850
0.95,0.9999999999999998,-0.85,-0.8,4,0.005738880918220947,34850
0.95,0.9999999999999998,-0.8,-0.75,0,0.0,34850
0.95,0.9999999999999998,-0.75,-0.7,1,0.0014347202295552368,34850
0.95,0.9999999999999998,-0.7,-0.65,0,0.0,34850
0.95,0.9999999999999998,-0.65,-0.6,0,0.0,34850
0.95,0.9999999999999998,-0.6,-0.55,0,0.0,34850
0.95,0.9999999999999998,-0.55,-0.5,0,0.0,34850
0.95,0.9999999999999998,-0.5,-0.45000000000000007,3,0.00430416068866571,34850
0.95,0.9999999999999998,-0.45000000000000007,-0.4,2,0.0028694404591104736,34850
0.95,0.9999999999999998,-0.4,-0.35,3,0.00430416068866571,34850
0.95,0.9999999999999998,-0.35,-0.30000000000000004,0,0.0,34850
0.95,0.9999999999999998,-0.30000000000000004,-0.25,1,0.0014347202295552368,34850
0.95,0.9999999999999998,-0.25,-0.20000000000000007,1,0.0014347202295552368,34850
0.95,0.9999999999999998,-0.20000000000000007,-0.15000000000000013,0,0.0,34850
0.95,0.9999999999999998,-0.15000000000000013,-0.10000000000000009,1,0.0014347202295552368,34850
0.95,0.9999999999999998,-0.10000000000000009,-0.050000000000000044,2,0.0028694404591104736,34850
0.95,0.9999999999999998,-0.050000000000000044,0.0,2,0.0028694404591104736,34850
0.95,0.9999999999999998,0.0,0.050000000000000044,2,0.0028694404591104736,34850
0.95,0.9999999999999998,0.050000000000000044,0.09999999999999987,0,0.0,34850
0.95,0.9999999999999998,0.09999999999999987,0.1499999999999999,0,0.0,34850
0.95,0.9999999999999998,0.1499999999999999,0.19999999999999996,0,0.0,34850
0.95,0.9999999999999998,0.19999999999999996,0.25,1,0.0014347202295552368,34850
0.95,0.9999999999999998,0.25,0.2999999999999998,0,0.0,34850
0.95,0.9999999999999998,0.2999999999999998,0.34999999999999987,0,0.0,34850
0.95,0.9999999999999998,0.34999999999999987,0.3999999999999999,0,0.0,34850
0.95,0.9999999999999998,0.3999999999999999,0.44999999999999996,0,0.0,34850
0.95,0.9999999999999998,0.44999999999999996,0.5,0,0.0,34850
0.95,0.9999999999999998,0.5,0.5499999999999998,0,0.0,34850
0.95,0.9999999999999998,0.5499999999999998,0.5999999999999999,0,0.0,34850
0.95,0.9999999999999998,0.5999999999999999,0.6499999999999999,0,0.0,34850
0.95,0.9999999999999998,0.6499999999999999,0.7,0,0.0,34850
0.95,0.9999999999999998,0.7,0.7499999999999998,0,0.0,34850
0.95,0.9999999999999998,0.7499999999999998,0.7999999999999998,0,0.0,34850
0.95,0.9999999999999998,0.7999999999999998,0.8499999999999999,0,0.0,34850
0.95,0.9999999999999998,0.8499999999999999,0.8999999999999997,0,0.0,34850
0.95,0.9999999999999998,0.8999999999999997,0.95,0,0.0,34850
0.95,0.9999999999999998,0.95,0.9999999999999998,0,0.0,34850
0.95,0.9999999999999998,0.9999999999999998,1.05,0,0.0,34850
0.95,0.9999999999999998,1.05,1.0999999999999999,0,0.0,34850
0.95,0.9999999999999998,1.0999999999999999,1.1499999999999997,0,0.0,34850
0.95,0.9999999999999998,1.1499999999999997,1.2,0,0.0,34850
0.9999999999999998,1.05,-1.2,-1.15,0,0.0,34850
0.9999999999999998,1.05,-1.15,-1.0999999999999999,0,0.0,34850
0.9999999999999998,1.05,-1.0999999999999999,-1.05,0,0.0,34850
0.9999999999999998,1.05,-1.05,-1.0,0,0.0,34850
0.9999999999999998,1.05,-1.0,-0.95,1,0.0014347202295552368,34850
0.9999999999999998,1.05,-0.95,-0.8999999999999999,0,0.0,34850
0.9999999999999998,1.05,-0.8999999999999999,-0.85,0,0.0,34850
0.9999999999999998,1.05,-0.85,-0.8,0,0.0,34850
0.9999999999999998,1.05,-0.8,-0.75,0,0.0,34850
0.9999999999999998,1.05,-0.75,-0.7,0,0.0,34850
0.9999999999999998,1.05,-0.7,-0.65,0,0.0,34850
0.9999999999999998,1.05,-0.65,-0.6,0,0.0,34850
0.9999999999999998,1.05,-0.6,-0.55,1,0.0014347202295552368,34850
0.9999999999999998,1.05,-0.55,-0.5,0,0.0,34850
0.9999999999999998,1.05,-0.5,-0.45000000000000007,1,0.0014347202295552368,34850
0.9999999999999998,1.05,-0.45000000000000007,-0.4,0,0.0,34850
0.9999999999999998,1.05,-0.4,-0.35,0,0.0,34850
0.9999999999999998,1.05,-0.35,-0.30000000000000004,0,0.0,34850
0.9999999999999998,1.05,-0.30000000000000004,-0.25,0,0.0,34850
0.9999999999999998,1.05,-0.25,-0.20000000000000007,3,0.00430416068866571,34850
0.9999999999999998,1.05,-0.20000000000000007,-0.15000000000000013,0,0.0,34850
0.9999999999999998,1.05,-0.15000000000000013,-0.10000000000000009,0,0.0,34850
0.9999999999999998,1.05,-0.10000000000000009,-0.050000000000000044,1,0.0014347202295552368,34850
0.9999999999999998,1.05,-0.050000000000000044,0.0,0,0.0,34850
0.9999999999999998,1.05,0.0,0.050000000000000044,1,0.0014347202295552368,34850
0.9999999999999998,1.05,0.050000000000000044,0.09999999999999987,2,0.0028694404591104736,34850
0.9999999999999998,1.05,0.09999999999999987,0.1499999999999999,0,0.0,34850
0.9999999999999998,1.05,0.1499999999999999,0.19999999999999996,2,0.0028694404591104736,34850
0.9999999999999998,1.05,0.19999999999999996,0.25,2,0.0028694404591104736,34850
0.9999999999999998,1.05,0.25,0.2999999999999998,0,0.0,34850
0.9999999999999998,1.05,0.2999999999999998,0.34999999999999987,0,0.0,34850
0.9999999999999998,1.05,0.34999999999999987,0.3999999999999999,0,0.0,34850
0.9999999999999998,1.05,0.3999999999999999,0.44999999999999996,0,0.0,34850
0.9999999999999998,1.05,0.44999999999999996,0.5,0,0.0,34850
0.9999999999999998,1.05,0.5,0.5499999999999998,0,0.0,34850
0.9999999999999998,1.05,0.5499999999999998,0.5999999999999999,0,0.0,34850
0.9999999999999998,1.05,0.5999999999999999,0.6499999999999999,0,0.0,34850
0.9999999999999998,1.05,0.6499999999999999,0.7,0,0.0,34850
0.9999999999999998,1.05,0.7,0.7499999999999998,0,0.0,34850
0.9999999999999998,1.05,0.7499999999999998,0.7999999999999998,0,0.0,34850
0.9999999999999998,1.05,0.7999999999999998,0.8499999999999999,0,0.0,34850
0.9999999999999998,1.05,0.8499999999999999,0.8999999999999997,0,0.0,34850
0.9999999999999998,1.05,0.8999999999999997,0.95,0,0.0,34850
0.9999999999999998,1.05,0.95,0.9999999999999998,0,0.0,34850
0.9999999999999998,1.05,0.9999999999999998,1.05,0,0.0,34850
0.9999999999999998,1.05,1.05,1.0999999999999999,0,0.0,34850
0.9999999999999998,1.05,1.0999999999999999,1.1499999999999997,0,0.0,34850
0.9999999999999998,1.05,1.1499999999999997,1.2,0,0.0,34850
1.05,1.0999999999999999,-1.2,-1.15,0,0.0,34850
1.05,1.0999999999999999,-1.15,-1.0999999999999999,0,0.0,34850
1.05,1.0999999999999999,-1.0999999999999999,-1.05,0,0.0,34850
1.05,1.0999999999999999,-1.05,-1.0,0,0.0,34850
1.05,1.0999999999999999,-1.0,-0.95,0,0.0,34850
1.05,1.0999999999999999,-0.95,-0.8999999999999999,0,0.0,34850
1.05,1.0999999999999999,-0.8999999999999999,-0.85,0,0.0,34850
1.05,1.0999999999999999,-0.85,-0.8,0,0.0,34850
1.05,1.0999999999999999,-0.8,-0.75,0,0.0,34850
1.05,1.0999999999999999,-0.75,-0.7,0,0.0,34850
1.05,1.0999999999999999,-0.7,-0.65,0,0.0,34850
1.05,1.0999999999999999,-0.65,-0.6,0,0.0,34850
1.05,1.0999999999999999,-0.6,-0.55,0,0.0,34850
1.05,1.0999999999999999,-0.55,-0.5,0,0.0,34850
1.05,1.0999999999999999,-0.5,-0.45000000000000007,0,0.0,34850
1.05,1.0999999999999999,-0.45000000000000007,-0.4,0,0.0,34850
1.05,1.0999999999999999,-0.4,-0.35,0,0.0,34850
1.05,1.0999999999999999,-0.35,-0.30000000000000004,3,0.00430416068866571,34850
1.05,1.0999999999999999,-0.30000000000000004,-0.25,2,0.0028694404591104736,34850
1.05,1.0999999999999999,-0.25,-0.20000000000000007,1,0.0014347202295552368,34850
1.05,1.0999999999999999,-0.20000000000000007,-0.15000000000000013,3,0.00430416068866571,34850
1.05,1.0999999999999999,-0.15000000000000013,-0.10000000000000009,0,0.0,34850
1.05,1.0999999999999999,-0.10000000000000009,-0.050000000000000044,0,0.0,34850
1.05,1.0999999999999999,-0.050000000000000044,0.0,0,0.0,34850
1.05,1.0999999999999999,0.0,0.050000000000000044,0,0.0,34850
1.05,1.0999999999999999,0.050000000000000044,0.09999999999999987,0,0.0,34850
1.05,1.0999999999999999,0.09999999999999987,0.1499999999999999,0,0.0,34850
1.05,1.0999999999999999,0.1499999999999999,0.19999999999999996,1,0.0014347202295552368,34850
1.05,1.0999999999999999,0.19999999999999996,0.25,0,0.0,34850
1.05,1.0999999999999999,0.25,0.2999999999999998,0,0.0,34850
1.05,1.0999999999999999,0.2999999999999998,0.34999999999999987,0,0.0,34850
1.05,1.0999999999999999,0.34999999999999987,0.3999999999999999,0,0.0,34850
1.05,1.0999999999999999,0.3999999999999999,0.44999999999999996,0,0.0,34850
1.05,1.0999999999999999,0.44999999999999996,0.5,0,0.0,34850
1.05,1.0999999999999999,0.5,0.5499999999999998,0,0.0,34850
1.05,1.0999999999999999,0.5499999999999998,0.5999999999999999,0,0.0,34850
1.05,1.0999999999999999,0.5999999999999999,0.6499999999999999,0,0.0,34850
1.05,1.0999999999999999,0.6499999999999999,0.7,0,0.0,34850
1.05,1.0999999999999999,0.7,0.7499999999999998,0,0.0,34850
1.05,1.0999999999999999,0.7499999999999998,0.7999999999999998,0,0.0,34850
1.05,1.0999999999999999,0.7999999999999998,0.8499999999999999,0,0.0,34850
1.05,1.0999999999999999,0.8499999999999999,0.8999999999999997,0,0.0,34850
1.05,1.0999999999999999,0.8999999999999997,0.95,0,0.0,34850
1.05,1.0999999999999999,0.95,0.9999999999999998,0,0.0,34850
1.05,1.0999999999999999,0.9999999999999998,1.05,0,0.0,34850
1.05,1.0999999999999999,1.05,1.0999999999999999,0,0.0,34850
1.05,1.0999999999999999,1.0999999999999999,1.1499999999999997,0,0.0,34850
1.05,1.0999999999999999,1.1499999999999997,1.2,0,0.0,34850
1.0999999999999999,1.1499999999999997,-1.2,-1.15,0,0.0,34850
1.0999999999999999,1.1499999999999997,-1.15,-1.0999999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,-1.0999999999999999,-1.05,0,0.0,34850
1.0999999999999999,1.1499999999999997,-1.05,-1.0,0,0.0,34850
1.0999999999999999,1.1499999999999997,-1.0,-0.95,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.95,-0.8999999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.8999999999999999,-0.85,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.85,-0.8,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.8,-0.75,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.75,-0.7,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.7,-0.65,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.65,-0.6,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.6,-0.55,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.55,-0.5,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.5,-0.45000000000000007,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.45000000000000007,-0.4,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.4,-0.35,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.35,-0.30000000000000004,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.30000000000000004,-0.25,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.25,-0.20000000000000007,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.20000000000000007,-0.15000000000000013,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.15000000000000013,-0.10000000000000009,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.10000000000000009,-0.050000000000000044,0,0.0,34850
1.0999999999999999,1.1499999999999997,-0.050000000000000044,0.0,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.0,0.050000000000000044,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.050000000000000044,0.09999999999999987,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.09999999999999987,0.1499999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.1499999999999999,0.19999999999999996,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.19999999999999996,0.25,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.25,0.2999999999999998,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.2999999999999998,0.34999999999999987,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.34999999999999987,0.3999999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.3999999999999999,0.44999999999999996,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.44999999999999996,0.5,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.5,0.5499999999999998,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.5499999999999998,0.5999999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.5999999999999999,0.6499999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.6499999999999999,0.7,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.7,0.7499999999999998,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.7499999999999998,0.7999999999999998,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.7999999999999998,0.8499999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.8499999999999999,0.8999999999999997,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.8999999999999997,0.95,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.95,0.9999999999999998,0,0.0,34850
1.0999999999999999,1.1499999999999997,0.9999999999999998,1.05,0,0.0,34850
1.0999999999999999,1.1499999999999997,1.05,1.0999999999999999,0,0.0,34850
1.0999999999999999,1.1499999999999997,1.0999999999999999,1.1499999999999997,0,0.0,34850
1.0999999999999999,1.1499999999999997,1.1499999999999997,1.2,0,0.0,34850
1.1499999999999997,1.2,-1.2,-1.15,0,0.0,34850
1.1499999999999997,1.2,-1.15,-1.0999999999999999,0,0.0,34850
1.1499999999999997,1.2,-1.0999999999999999,-1.05,0,0.0,34850
1.1499999999999997,1.2,-1.05,-1.0,0,0.0,34850
1.1499999999999997,1.2,-1.0,-0.95,0,0.0,34850
1.1499999999999997,1.2,-0.95,-0.8999999999999999,0,0.0,34850
1.1499999999999997,1.2,-0.8999999999999999,-0.85,0,0.0,34850
1.1499999999999997,1.2,-0.85,-0.8,0,0.0,34850
1.1499999999999997,1.2,-0.8,-0.75,0,0.0,34850
1.1499999999999997,1.2,-0.75,-0.7,0,0.0,34850
1.1499999999999997,1.2,-0.7,-0.65,0,0.0,34850
1.1499999999999997,1.2,-0.65,-0.6,0,0.0,34850
1.1499999999999997,1.2,-0.6,-0.55,0,0.0,34850
1.1499999999999997,1.2,-0.55,-0.5,0,0.0,34850
1.1499999999999997,1.2,-0.5,-0.45000000000000007,0,0.0,34850
1.1499999999999997,1.2,-0.45000000000000007,-0.4,0,0.0,34850
1.1499999999999997,1.2,-0.4,-0.35,0,0.0,34850
1.1499999999999997,1.2,-0.35,-0.30000000000000004,0,0.0,34850
1.1499999999999997,1.2,-0.30000000000000004,-0.25,0,0.0,34850
1.1499999999999997,1.2,-0.25,-0.20000000000000007,0,0.0,34850
1.1499999999999997,1.2,-0.20000000000000007,-0.15000000000000013,1,0.0014347202295552368,34850
1.1499999999999997,1.2,-0.15000000000000013,-0.10000000000000009,0,0.0,34850
1.1499999999999997,1.2,-0.10000000000000009,-0.050000000000000044,0,0.0,34850
1.1499999999999997,1.2,-0.050000000000000044,0.0,0,0.0,34850
1.1499999999999997,1.2,0.0,0.050000000000000044,0,0.0,34850
1.1499999999999997,1.2,0.050000000000000044,0.09999999999999987,0,0.0,34850
1.1499999999999997,1.2,0.09999999999999987,0.1499999999999999,0,0.0,34850
1.1499999999999997,1.2,0.1499999999999999,0.19999999999999996,0,0.0,34850
1.1499999999999997,1.2,0.19999999999999996,0.25,1,0.0014347202295552368,34850
1.1499999999999997,1.2,0.25,0.2999999999999998,0,0.0,34850
1.1499999999999997,1.2,0.2999999999999998,0.34999999999999987,0,0.0,34850
1.1499999999999997,1.2,0.34999999999999987,0.3999999999999999,0,0.0,34850
1.1499999999999997,1.2,0.3999999999999999,0.44999999999999996,0,0.0,34850
1.1499999999999997,1.2,0.44999999999999996,0.5,0,0.0,34850
1.1499999999999997,1.2,0.5,0.5499999999999998,0,0.0,34850
1.1499999999999997,1.2,0.5499999999999998,0.5999999999999999,0,0.0,34850
1.1499999999999997,1.2,0.5999999999999999,0.6499999999999999,0,0.0,34850
1.1499999999999997,1.2,0.6499999999999999,0.7,0,0.0,34850
1.1499999999999997,1.2,0.7,0.7499999999999998,0,0.0,34850
1.1499999999999997,1.2,0.7499999999999998,0.7999999999999998,0,0.0,34850
1.1499999999999997,1.2,0.7999999999999998,0.8499999999999999,0,0.0,34850
1.1499999999999997,1.2,0.8499999999999999,0.8999999999999997,0,0.0,34850
1.1499999999999997,1.2,0.8999999999999997,0.95,0,0.0,34850
1.1499999999999997,1.2,0.95,0.9999999999999998,0,0.0,34850
1.1499999999999997,1.2,0.9999999999999998,1.05,0,0.0,34850
1.1499999999999997,1.2,1.05,1.0999999999999999,0,0.0,34850
1.1499999999999997,1.2,1.0999999999999999,1.1499999999999997,0,0.0,34850
1.1499999999999997,1.2,1.1499999999999997,1.2,0,0.0,34850
